RowNo	Month	RBD	threshold_RQ	threshold_SumRQ	threshold_SumSumRQ	P(#SumSumRQ_level=0)	P(#SumSumRQ_level=1)	P(#SumSumRQ_level=2)	P(#SumSumRQ_level=3)	P(#SumSumRQ_level=4)	P(#SumSumRQ_exceeds=0)	P(#SumSumRQ_exceeds=1)	P(#Any_SumRQ_exceeds=0)	P(#Any_SumRQ_exceeds=1)	P(#Any_RQ_exceeds=0)	P(#Any_RQ_exceeds=1)	P(#Group_fungi_1.SumRQ_level=0)	P(#Group_fungi_1.SumRQ_level=1)	P(#Group_fungi_1.SumRQ_level=2)	P(#Group_fungi_1.SumRQ_level=3)	P(#Group_fungi_1.SumRQ_level=4)	P(#Group_herbi_1.SumRQ_level=0)	P(#Group_herbi_1.SumRQ_level=1)	P(#Group_herbi_1.SumRQ_level=2)	P(#Group_herbi_1.SumRQ_level=3)	P(#Group_herbi_1.SumRQ_level=4)	P(#Group_insec_1.SumRQ_level=0)	P(#Group_insec_1.SumRQ_level=1)	P(#Group_insec_1.SumRQ_level=2)	P(#Group_insec_1.SumRQ_level=3)	P(#Group_insec_1.SumRQ_level=4)	P(#Group_fungi_1.SumRQ_exceeds=0)	P(#Group_fungi_1.SumRQ_exceeds=1)	P(#Group_fungi_1.Any_RQ_exceeds=0)	P(#Group_fungi_1.Any_RQ_exceeds=1)	P(#Group_herbi_1.SumRQ_exceeds=0)	P(#Group_herbi_1.SumRQ_exceeds=1)	P(#Group_herbi_1.Any_RQ_exceeds=0)	P(#Group_herbi_1.Any_RQ_exceeds=1)	P(#Group_insec_1.SumRQ_exceeds=0)	P(#Group_insec_1.SumRQ_exceeds=1)	P(#Group_insec_1.Any_RQ_exceeds=0)	P(#Group_insec_1.Any_RQ_exceeds=1)	P(#Group_fungi_1.Subst_chloro_1.RQ_level=0)	P(#Group_fungi_1.Subst_chloro_1.RQ_level=1)	P(#Group_fungi_1.Subst_chloro_1.RQ_level=2)	P(#Group_fungi_1.Subst_chloro_1.RQ_level=3)	P(#Group_fungi_1.Subst_chloro_1.RQ_level=4)	P(#Group_fungi_1.Subst_pyracl_1.RQ_level=0)	P(#Group_fungi_1.Subst_pyracl_1.RQ_level=1)	P(#Group_fungi_1.Subst_pyracl_1.RQ_level=2)	P(#Group_fungi_1.Subst_pyracl_1.RQ_level=3)	P(#Group_fungi_1.Subst_pyracl_1.RQ_level=4)	P(#Group_fungi_1.Subst_tebuco_1.RQ_level=0)	P(#Group_fungi_1.Subst_tebuco_1.RQ_level=1)	P(#Group_fungi_1.Subst_tebuco_1.RQ_level=2)	P(#Group_fungi_1.Subst_tebuco_1.RQ_level=3)	P(#Group_fungi_1.Subst_tebuco_1.RQ_level=4)	P(#Group_fungi_1.Subst_thioph_1.RQ_level=0)	P(#Group_fungi_1.Subst_thioph_1.RQ_level=1)	P(#Group_fungi_1.Subst_thioph_1.RQ_level=2)	P(#Group_fungi_1.Subst_thioph_1.RQ_level=3)	P(#Group_fungi_1.Subst_thioph_1.RQ_level=4)	P(#Group_fungi_1.Subst_triflo_1.RQ_level=0)	P(#Group_fungi_1.Subst_triflo_1.RQ_level=1)	P(#Group_fungi_1.Subst_triflo_1.RQ_level=2)	P(#Group_fungi_1.Subst_triflo_1.RQ_level=3)	P(#Group_fungi_1.Subst_triflo_1.RQ_level=4)	P(#Group_herbi_1.Subst_pendim_1.RQ_level=0)	P(#Group_herbi_1.Subst_pendim_1.RQ_level=1)	P(#Group_herbi_1.Subst_pendim_1.RQ_level=2)	P(#Group_herbi_1.Subst_pendim_1.RQ_level=3)	P(#Group_herbi_1.Subst_pendim_1.RQ_level=4)	P(#Group_herbi_1.Subst_mcpaaa_1.RQ_level=0)	P(#Group_herbi_1.Subst_mcpaaa_1.RQ_level=1)	P(#Group_herbi_1.Subst_mcpaaa_1.RQ_level=2)	P(#Group_herbi_1.Subst_mcpaaa_1.RQ_level=3)	P(#Group_herbi_1.Subst_mcpaaa_1.RQ_level=4)	P(#Group_herbi_1.Subst_glypho_1.RQ_level=0)	P(#Group_herbi_1.Subst_glypho_1.RQ_level=1)	P(#Group_herbi_1.Subst_glypho_1.RQ_level=2)	P(#Group_herbi_1.Subst_glypho_1.RQ_level=3)	P(#Group_herbi_1.Subst_glypho_1.RQ_level=4)	P(#Group_herbi_1.Subst_diuron_1.RQ_level=0)	P(#Group_herbi_1.Subst_diuron_1.RQ_level=1)	P(#Group_herbi_1.Subst_diuron_1.RQ_level=2)	P(#Group_herbi_1.Subst_diuron_1.RQ_level=3)	P(#Group_herbi_1.Subst_diuron_1.RQ_level=4)	P(#Group_herbi_1.Subst_dimete_1.RQ_level=0)	P(#Group_herbi_1.Subst_dimete_1.RQ_level=1)	P(#Group_herbi_1.Subst_dimete_1.RQ_level=2)	P(#Group_herbi_1.Subst_dimete_1.RQ_level=3)	P(#Group_herbi_1.Subst_dimete_1.RQ_level=4)	P(#Group_herbi_1.Subst_dichlo_1.RQ_level=0)	P(#Group_herbi_1.Subst_dichlo_1.RQ_level=1)	P(#Group_herbi_1.Subst_dichlo_1.RQ_level=2)	P(#Group_herbi_1.Subst_dichlo_1.RQ_level=3)	P(#Group_herbi_1.Subst_dichlo_1.RQ_level=4)	P(#Group_herbi_1.Subst_dicamb_1.RQ_level=0)	P(#Group_herbi_1.Subst_dicamb_1.RQ_level=1)	P(#Group_herbi_1.Subst_dicamb_1.RQ_level=2)	P(#Group_herbi_1.Subst_dicamb_1.RQ_level=3)	P(#Group_herbi_1.Subst_dicamb_1.RQ_level=4)	P(#Group_herbi_1.Subst_24dich_1.RQ_level=0)	P(#Group_herbi_1.Subst_24dich_1.RQ_level=1)	P(#Group_herbi_1.Subst_24dich_1.RQ_level=2)	P(#Group_herbi_1.Subst_24dich_1.RQ_level=3)	P(#Group_herbi_1.Subst_24dich_1.RQ_level=4)	P(#Group_insec_1.Subst_dimeto_1.RQ_level=0)	P(#Group_insec_1.Subst_dimeto_1.RQ_level=1)	P(#Group_insec_1.Subst_dimeto_1.RQ_level=2)	P(#Group_insec_1.Subst_dimeto_1.RQ_level=3)	P(#Group_insec_1.Subst_dimeto_1.RQ_level=4)	P(#Group_insec_1.Subst_chlorp_1.RQ_level=0)	P(#Group_insec_1.Subst_chlorp_1.RQ_level=1)	P(#Group_insec_1.Subst_chlorp_1.RQ_level=2)	P(#Group_insec_1.Subst_chlorp_1.RQ_level=3)	P(#Group_insec_1.Subst_chlorp_1.RQ_level=4)	P(#Group_fungi_1.Subst_chloro_1.RQ_exceeds=0)	P(#Group_fungi_1.Subst_chloro_1.RQ_exceeds=1)	P(#Group_fungi_1.Subst_pyracl_1.RQ_exceeds=0)	P(#Group_fungi_1.Subst_pyracl_1.RQ_exceeds=1)	P(#Group_fungi_1.Subst_tebuco_1.RQ_exceeds=0)	P(#Group_fungi_1.Subst_tebuco_1.RQ_exceeds=1)	P(#Group_fungi_1.Subst_thioph_1.RQ_exceeds=0)	P(#Group_fungi_1.Subst_thioph_1.RQ_exceeds=1)	P(#Group_fungi_1.Subst_triflo_1.RQ_exceeds=0)	P(#Group_fungi_1.Subst_triflo_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_pendim_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_pendim_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_mcpaaa_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_mcpaaa_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_glypho_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_glypho_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_diuron_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_diuron_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_dimete_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_dimete_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_dichlo_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_dichlo_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_dicamb_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_dicamb_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_24dich_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_24dich_1.RQ_exceeds=1)	P(#Group_insec_1.Subst_dimeto_1.RQ_exceeds=0)	P(#Group_insec_1.Subst_dimeto_1.RQ_exceeds=1)	P(#Group_insec_1.Subst_chlorp_1.RQ_exceeds=0)	P(#Group_insec_1.Subst_chlorp_1.RQ_exceeds=1)
11	11	BEESCAUT_RW	0.01	0.01	0.01	0.02	0.19	0.23	0.2	0.36	0.02	0.98	0.07	0.93	0.1	0.9	0.23	0.25	0.16	0.12	0.23	0.51	0.24	0.14	0.07	0.05	0.57	0.12	0.13	0.07	0.11	0.23	0.77	0.3	0.7	0.51	0.49	0.58	0.42	0.57	0.43	0.58	0.42	0.47	0.17	0.08	0.09	0.2	0.78	0.09	0.07	0.02	0.04	0.88	0.05	0.04	0.03	0	0.93	0.04	0.03	0	0	1	0	0	0	0	0.72	0.08	0.09	0.07	0.05	0.98	0.02	0	0	0	1	0	0	0	0	1	0	0	0	0	0.94	0.04	0.02	0	0	1	0	0	0	0	0.95	0.04	0.01	0	0	0.92	0.05	0.02	0	0	0.96	0.03	0.01	0	0	0.6	0.1	0.12	0.07	0.11	0.47	0.53	0.78	0.22	0.88	0.12	0.93	0.07	1	0	0.72	0.28	0.98	0.02	1	0	1	0	0.94	0.06	1	0	0.95	0.05	0.92	0.08	0.96	0.04	0.6	0.4
12	12	BEESCAUT_RW	0.01	0.01	0.01	0.06	0.31	0.22	0.17	0.25	0.06	0.94	0.15	0.85	0.22	0.78	0.33	0.3	0.12	0.08	0.17	0.65	0.17	0.1	0.06	0.01	0.7	0.07	0.09	0.06	0.08	0.33	0.67	0.43	0.57	0.65	0.35	0.72	0.28	0.7	0.3	0.7	0.3	0.58	0.15	0.04	0.07	0.16	0.82	0.09	0.06	0.01	0.01	0.93	0.05	0.02	4.94E-3	0	0.97	0.03	7.72E-3	0	0	1	0	0	0	0	0.77	0.07	0.09	0.06	0.01	1	2.59E-3	0	0	0	1	0	0	0	0	1	0	0	0	0	0.98	0.02	1.86E-3	0	0	1	0	0	0	0	0.99	0.01	6.22E-4	0	0	0.97	0.03	2.08E-3	0	0	0.99	0.01	1.84E-3	0	0	0.71	0.06	0.09	0.06	0.08	0.58	0.42	0.82	0.18	0.93	0.07	0.97	0.03	1	0	0.77	0.23	1	2.59E-3	1	0	1	0	0.98	0.02	1	0	0.99	0.01	0.97	0.03	0.99	0.01	0.71	0.29
13	1	BEMAAS_VL	0.01	0.01	0.01	0.01	0.09	0.28	0.32	0.3	0.01	0.99	0.03	0.97	0.05	0.95	0.15	0.21	0.19	0.21	0.24	0.45	0.26	0.27	0.01	3.73E-6	0.41	0.04	0.35	0.15	0.05	0.15	0.85	0.21	0.79	0.45	0.55	0.52	0.48	0.41	0.59	0.41	0.59	0.35	0.07	0.15	0.2	0.24	0.64	0.27	0.08	2.07E-3	1.4E-3	0.97	0.02	5.57E-3	1.93E-3	0	0.99	0.01	4.93E-5	0	0	1	0	0	0	0	0.52	0.2	0.26	0.01	3.73E-6	1	1.94E-6	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1.32E-4	3.32E-9	0	0	1	0	0	0	0	1	1.35E-4	4.25E-9	0	0	1	6.81E-4	1.16E-11	0	0	1	1.09E-4	2.31E-8	0	0	0.41	0.04	0.35	0.15	0.05	0.35	0.65	0.64	0.36	0.97	0.03	0.99	0.01	1	0	0.52	0.48	1	1.94E-6	1	0	1	0	1	1.32E-4	1	0	1	1.35E-4	1	6.81E-4	1	1.09E-4	0.41	0.59
14	2	BEMAAS_VL	0.01	0.01	0.01	0.04	0.18	0.45	0.26	0.06	0.04	0.96	0.09	0.91	0.12	0.88	0.29	0.2	0.28	0.18	0.06	0.62	0.3	0.08	4.42E-15	1.9E-35	0.5	0.04	0.46	1.73E-3	5.78E-4	0.29	0.71	0.34	0.66	0.62	0.38	0.73	0.27	0.5	0.5	0.5	0.5	0.44	0.06	0.27	0.17	0.06	0.76	0.24	3.11E-10	2.31E-35	1.54E-35	1	2.81E-4	1.08E-15	1.53E-40	0	1	8.88E-13	5.54E-45	0	0	1	0	0	0	0	0.73	0.19	0.08	4.42E-15	1.55E-48	1	4.97E-34	0	0	0	1	0	0	0	0	1	0	0	0	0	1	2.21E-29	4.02E-63	0	0	1	0	0	0	0	1	2.01E-14	4.62E-38	0	0	1	1.37E-19	5.72E-109	0	0	1	7.12E-11	2.9E-20	0	0	0.5	0.04	0.46	1.73E-3	5.78E-4	0.44	0.56	0.76	0.24	1	2.81E-4	1	8.88E-13	1	0	0.73	0.27	1	4.97E-34	1	0	1	0	1	2.21E-29	1	0	1	2.01E-14	1	1.37E-19	1	7.12E-11	0.5	0.5
15	3	BEMAAS_VL	0.01	0.01	0.01	8.36E-3	0.09	0.21	0.29	0.41	8.36E-3	0.99	0.02	0.98	0.04	0.96	0.13	0.24	0.15	0.18	0.3	0.41	0.28	0.23	0.07	4.2E-3	0.39	0.07	0.25	0.18	0.11	0.13	0.87	0.18	0.82	0.41	0.59	0.5	0.5	0.39	0.61	0.39	0.61	0.35	0.06	0.12	0.17	0.3	0.56	0.41	0.02	3.18E-3	3.77E-3	0.96	0.03	5.93E-3	2.46E-6	0	0.97	0.03	3.11E-3	0	0	1	0	0	0	0	0.52	0.18	0.22	0.07	4.19E-3	1	1.05E-5	0	0	0	1	0	0	0	0	1	0	0	0	0	0.98	0.02	9.69E-4	0	0	1	0	0	0	0	0.99	5.14E-3	9.19E-5	0	0	0.98	0.02	3.2E-4	0	0	1	1.63E-3	5.4E-6	0	0	0.39	0.07	0.25	0.18	0.11	0.35	0.65	0.56	0.44	0.96	0.04	0.97	0.03	1	0	0.52	0.48	1	1.05E-5	1	0	1	0	0.98	0.02	1	0	0.99	5.23E-3	0.98	0.02	1	1.64E-3	0.39	0.61
16	4	BEMAAS_VL	0.01	0.01	0.01	3.66E-3	0.05	0.15	0.29	0.51	3.66E-3	1	9.47E-3	0.99	0.02	0.98	0.07	0.22	0.12	0.22	0.36	0.33	0.22	0.34	0.1	1.8E-4	0.38	0.02	0.19	0.26	0.14	0.07	0.93	0.11	0.89	0.33	0.67	0.4	0.6	0.38	0.62	0.38	0.62	0.25	0.12	0.06	0.22	0.36	0.51	0.43	0.05	1.54E-3	1.66E-3	0.91	0.07	0.02	3.21E-5	0	0.94	0.05	3.08E-3	0	0	1	0	0	0	0	0.41	0.15	0.33	0.1	1.79E-4	1	1.72E-8	0	0	0	1	0	0	0	0	1	0	0	0	0	0.98	0.02	1.26E-4	0	0	1	0	0	0	0	1	3.64E-3	6.15E-6	0	0	0.99	0.01	5.19E-8	0	0	1	1.66E-3	6.35E-9	0	0	0.38	0.02	0.19	0.26	0.14	0.25	0.75	0.51	0.49	0.91	0.09	0.94	0.06	1	0	0.41	0.59	1	1.72E-8	1	0	1	0	0.98	0.02	1	0	1	3.65E-3	0.99	0.01	1	1.66E-3	0.38	0.62
17	5	BEMAAS_VL	0.01	0.01	0.01	0.02	0.15	0.33	0.27	0.23	0.02	0.98	0.04	0.96	0.06	0.94	0.16	0.36	0.19	0.12	0.17	0.5	0.21	0.29	5.05E-4	1.21E-12	0.5	0.02	0.25	0.17	0.06	0.16	0.84	0.22	0.78	0.5	0.5	0.55	0.45	0.5	0.5	0.5	0.5	0.37	0.22	0.13	0.12	0.17	0.59	0.39	0.02	1.22E-7	8.14E-8	0.99	0.01	6.5E-5	4.28E-12	0	1	3.24E-4	6.2E-14	0	0	1	0	0	0	0	0.55	0.17	0.28	5.04E-4	6.79E-13	1	8.87E-7	0	0	0	1	0	0	0	0	1	0	0	0	0	1	4.71E-6	3.31E-13	0	0	1	0	0	0	0	1	1.79E-4	1.14E-9	0	0	1	1.02E-3	1.61E-12	0	0	1	4.19E-5	8.34E-10	0	0	0.5	0.02	0.25	0.17	0.06	0.37	0.63	0.59	0.41	0.99	0.01	1	3.24E-4	1	0	0.55	0.45	1	8.87E-7	1	0	1	0	1	4.71E-6	1	0	1	1.79E-4	1	1.02E-3	1	4.19E-5	0.5	0.5
18	6	BEMAAS_VL	0.01	0.01	0.01	4.29E-3	0.06	0.15	0.29	0.5	4.29E-3	1	0.01	0.99	0.02	0.98	0.09	0.19	0.15	0.22	0.36	0.34	0.28	0.24	0.12	0.01	0.39	0.05	0.22	0.21	0.14	0.09	0.91	0.13	0.87	0.34	0.66	0.43	0.57	0.39	0.61	0.39	0.61	0.26	0.12	0.07	0.21	0.34	0.56	0.24	0.16	0.02	0.02	0.96	0.03	6.01E-3	2.75E-3	0	0.93	0.06	0.01	0	0	1	0	0	0	0	0.48	0.16	0.23	0.12	0.01	1	2.43E-3	0	0	0	1	0	0	0	0	1	0	0	0	0	0.95	0.05	3.61E-3	0	0	1	0	0	0	0	0.99	7.06E-3	6.44E-5	0	0	0.96	0.04	2.4E-4	0	0	0.99	6.6E-3	6.59E-5	0	0	0.39	0.04	0.22	0.21	0.14	0.26	0.74	0.56	0.44	0.96	0.04	0.93	0.07	1	0	0.48	0.52	1	2.43E-3	1	0	1	0	0.95	0.05	1	0	0.99	7.13E-3	0.96	0.04	0.99	6.66E-3	0.39	0.61
19	7	BEMAAS_VL	0.01	0.01	0.01	2.89E-3	0.04	0.13	0.25	0.57	2.89E-3	1	8.88E-3	0.99	0.02	0.98	0.08	0.18	0.15	0.16	0.43	0.3	0.25	0.3	0.15	3.46E-3	0.39	0.02	0.17	0.26	0.17	0.08	0.92	0.13	0.87	0.3	0.7	0.39	0.61	0.39	0.61	0.39	0.61	0.34	0.05	0.03	0.16	0.42	0.45	0.29	0.25	2.04E-3	1.36E-3	0.89	0.08	0.02	7.43E-7	0	0.92	0.07	6.83E-3	0	0	1	0	0	0	0	0.42	0.14	0.29	0.15	3.46E-3	1	9.15E-4	0	0	0	1	0	0	0	0	1	0	0	0	0	0.96	0.04	3.98E-4	0	0	1	0	0	0	0	0.99	8.47E-3	3.87E-5	0	0	0.97	0.03	5.1E-7	0	0	0.99	5.65E-3	6.75E-6	0	0	0.39	0.02	0.17	0.26	0.17	0.34	0.66	0.45	0.55	0.89	0.11	0.92	0.08	1	0	0.42	0.58	1	9.15E-4	1	0	1	0	0.96	0.04	1	0	0.99	8.51E-3	0.97	0.03	0.99	5.66E-3	0.39	0.61
20	8	BEMAAS_VL	0.01	0.01	0.01	0.02	0.12	0.19	0.29	0.37	0.02	0.98	0.04	0.96	0.06	0.94	0.18	0.29	0.08	0.18	0.27	0.47	0.18	0.35	4.88E-7	1.05E-15	0.5	9.8E-3	0.13	0.27	0.09	0.18	0.82	0.25	0.75	0.47	0.53	0.5	0.5	0.5	0.5	0.5	0.5	0.45	0.05	0.05	0.18	0.27	0.56	0.43	0.01	2.04E-14	1.36E-14	0.98	0.02	3.4E-6	8.29E-21	0	1	6.79E-5	1.62E-23	0	0	1	0	0	0	0	0.5	0.16	0.34	4.88E-7	2.12E-32	1	1.66E-22	0	0	0	1	0	0	0	0	1	0	0	0	0	1	4.19E-10	1.58E-29	0	0	1	0	0	0	0	1	4.09E-5	8.3E-20	0	0	1	1.26E-3	2.22E-44	0	0	1	2.08E-5	6.78E-14	0	0	0.5	9.8E-3	0.13	0.27	0.09	0.45	0.55	0.56	0.44	0.98	0.02	1	6.79E-5	1	0	0.5	0.5	1	1.66E-22	1	0	1	0	1	4.19E-10	1	0	1	4.09E-5	1	1.26E-3	1	2.08E-5	0.5	0.5
21	9	BEMAAS_VL	0.01	0.01	0.01	4.26E-3	0.06	0.17	0.29	0.48	4.26E-3	1	0.01	0.99	0.02	0.98	0.07	0.21	0.15	0.22	0.35	0.41	0.27	0.28	0.03	0.02	0.38	0.03	0.23	0.24	0.13	0.07	0.93	0.11	0.89	0.41	0.59	0.5	0.5	0.38	0.62	0.38	0.62	0.26	0.12	0.06	0.21	0.35	0.46	0.39	0.15	1.19E-4	7.93E-5	0.97	0.03	3.51E-3	4.0E-11	0	0.95	0.05	2.58E-4	0	0	1	0	0	0	0	0.51	0.17	0.27	0.03	0.02	1	9.3E-7	0	0	0	1	0	0	0	0	1	0	0	0	0	0.99	0.01	2.01E-3	0	0	1	0	0	0	0	1	3.7E-3	2.49E-6	0	0	0.99	0.01	7.16E-4	0	0	1	1.77E-3	1.03E-8	0	0	0.38	0.03	0.23	0.24	0.13	0.26	0.74	0.46	0.54	0.97	0.03	0.95	0.05	1	0	0.51	0.49	1	9.3E-7	1	0	1	0	0.99	0.01	1	0	1	3.71E-3	0.99	0.01	1	1.77E-3	0.38	0.62
22	10	BEMAAS_VL	0.01	0.01	0.01	6.79E-3	0.08	0.14	0.31	0.47	6.79E-3	0.99	0.02	0.98	0.03	0.97	0.11	0.24	0.12	0.18	0.35	0.38	0.26	0.28	0.09	2.42E-3	0.42	0.01	0.14	0.32	0.11	0.11	0.89	0.17	0.83	0.38	0.62	0.46	0.54	0.42	0.58	0.42	0.58	0.35	0.05	0.08	0.18	0.34	0.54	0.44	0.02	7.09E-4	6.75E-4	0.93	0.05	0.02	1.87E-4	0	0.96	0.04	2.16E-3	0	0	1	0	0	0	0	0.48	0.17	0.27	0.09	2.42E-3	1	2.67E-5	0	0	0	1	0	0	0	0	1	0	0	0	0	0.99	9.58E-3	1.53E-5	0	0	1	0	0	0	0	1	3.32E-3	1.49E-5	0	0	0.99	0.01	1.87E-6	0	0	1	1.71E-3	3.86E-6	0	0	0.42	0.01	0.14	0.32	0.11	0.35	0.65	0.54	0.46	0.93	0.07	0.96	0.04	1	0	0.48	0.52	1	2.67E-5	1	0	1	0	0.99	9.6E-3	1	0	1	3.33E-3	0.99	0.01	1	1.72E-3	0.42	0.58
23	11	BEMAAS_VL	0.01	0.01	0.01	0.05	0.21	0.43	0.25	0.06	0.05	0.95	0.1	0.9	0.14	0.86	0.32	0.2	0.26	0.17	0.06	0.63	0.3	0.07	1.52E-6	1.03E-16	0.51	0.07	0.41	0.02	5.17E-3	0.32	0.68	0.37	0.63	0.63	0.37	0.74	0.26	0.51	0.49	0.51	0.49	0.45	0.08	0.25	0.16	0.06	0.84	0.16	1.38E-4	1.06E-11	7.07E-12	1	1.18E-3	8.06E-7	6.71E-14	0	1	2.88E-6	2.74E-16	0	0	1	0	0	0	0	0.74	0.19	0.07	1.52E-6	1.03E-16	1	8.39E-12	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1.07E-11	1.36E-22	0	0	1	0	0	0	0	1	5.54E-7	1.55E-13	0	0	1	4.42E-16	2.42E-61	0	0	1	2.56E-16	6.75E-32	0	0	0.51	0.07	0.41	0.02	5.17E-3	0.45	0.55	0.84	0.16	1	1.18E-3	1	2.88E-6	1	0	0.74	0.26	1	8.39E-12	1	0	1	0	1	1.07E-11	1	0	1	5.54E-7	1	4.42E-16	1	2.56E-16	0.51	0.49
24	12	BEMAAS_VL	0.01	0.01	0.01	9.78E-3	0.07	0.21	0.31	0.4	9.78E-3	0.99	0.02	0.98	0.03	0.97	0.12	0.22	0.14	0.21	0.31	0.43	0.22	0.35	8.35E-3	6.59E-8	0.43	0.02	0.24	0.23	0.08	0.12	0.88	0.17	0.83	0.43	0.57	0.47	0.53	0.43	0.57	0.43	0.57	0.27	0.15	0.08	0.2	0.3	0.62	0.25	0.12	8.99E-3	6.5E-3	0.98	0.02	1.31E-4	3.29E-12	0	0.99	5.28E-3	1.17E-8	0	0	1	0	0	0	0	0.47	0.18	0.34	8.33E-3	1.41E-8	1	7.51E-9	0	0	0	1	0	0	0	0	1	0	0	0	0	1	2.18E-3	2.56E-6	0	0	1	0	0	0	0	1	6.0E-4	1.03E-7	0	0	1	3.72E-3	2.21E-4	0	0	1	3.61E-4	1.0E-7	0	0	0.43	0.02	0.24	0.23	0.08	0.27	0.73	0.62	0.38	0.98	0.02	0.99	5.28E-3	1	0	0.47	0.53	1	7.51E-9	1	0	1	0	1	2.18E-3	1	0	1	6.0E-4	1	3.95E-3	1	3.61E-4	0.43	0.57
25	1	BEMEUSE_RW	0.01	0.01	0.01	0.07	0.22	0.29	0.23	0.19	0.07	0.93	0.13	0.87	0.17	0.83	0.36	0.21	0.16	0.13	0.14	0.63	0.21	0.14	0.02	3.28E-4	0.58	0.06	0.2	0.1	0.05	0.36	0.64	0.41	0.59	0.63	0.37	0.71	0.29	0.58	0.42	0.58	0.42	0.56	0.07	0.11	0.12	0.14	0.76	0.17	0.06	4.31E-3	3.1E-3	0.97	0.02	6.65E-3	2.04E-4	0	0.99	9.13E-3	2.23E-4	0	0	1	0	0	0	0	0.72	0.13	0.13	0.02	3.27E-4	1	1.42E-3	0	0	0	1	0	0	0	0	1	0	0	0	0	1	2.55E-3	1.58E-5	0	0	1	0	0	0	0	1	1.86E-4	7.81E-7	0	0	0.99	0.01	6.51E-4	0	0	1	2.28E-3	8.81E-5	0	0	0.59	0.06	0.2	0.1	0.05	0.56	0.44	0.76	0.24	0.97	0.03	0.99	9.35E-3	1	0	0.72	0.28	1	1.42E-3	1	0	1	0	1	2.57E-3	1	0	1	1.87E-4	0.99	0.01	1	2.37E-3	0.59	0.41
26	2	BEMEUSE_RW	0.01	0.01	0.01	0.16	0.34	0.3	0.13	0.06	0.16	0.84	0.3	0.7	0.36	0.64	0.55	0.18	0.13	0.09	0.05	0.77	0.16	0.06	3.73E-4	5.72E-9	0.71	0.06	0.19	0.03	0.01	0.55	0.45	0.6	0.4	0.77	0.23	0.84	0.16	0.71	0.29	0.71	0.29	0.68	0.06	0.12	0.09	0.05	0.88	0.1	0.02	3.52E-4	2.38E-4	1	2.79E-3	1.76E-4	7.55E-8	0	1	2.98E-4	7.94E-9	0	0	1	0	0	0	0	0.84	0.1	0.06	3.73E-4	5.69E-9	1	9.48E-8	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1.44E-6	5.46E-12	0	0	1	0	0	0	0	1	2.1E-4	2.22E-6	0	0	1	5.32E-4	2.41E-6	0	0	1	1.78E-5	5.68E-8	0	0	0.71	0.06	0.19	0.03	0.01	0.68	0.32	0.88	0.12	1	2.97E-3	1	2.98E-4	1	0	0.84	0.16	1	9.48E-8	1	0	1	0	1	1.44E-6	1	0	1	2.12E-4	1	5.34E-4	1	1.79E-5	0.71	0.29
27	3	BEMEUSE_RW	0.01	0.01	0.01	0.09	0.26	0.24	0.2	0.21	0.09	0.91	0.18	0.82	0.23	0.77	0.41	0.21	0.13	0.1	0.15	0.66	0.18	0.12	0.04	2.47E-3	0.67	0.04	0.14	0.09	0.06	0.41	0.59	0.47	0.53	0.66	0.34	0.73	0.27	0.67	0.33	0.67	0.33	0.64	0.06	0.07	0.09	0.14	0.79	0.13	0.07	8.13E-3	6.34E-3	0.95	0.04	0.01	1.47E-3	0	0.98	0.02	2.13E-3	0	0	1	0	0	0	0	0.76	0.09	0.11	0.04	2.46E-3	1	9.3E-4	0	0	0	1	0	0	0	0	1	0	0	0	0	0.99	7.44E-3	1.74E-4	0	0	1	0	0	0	0	0.99	7.68E-3	6.05E-4	0	0	0.98	0.02	2.03E-3	0	0	0.99	6.37E-3	4.64E-4	0	0	0.67	0.04	0.14	0.09	0.06	0.64	0.36	0.79	0.21	0.95	0.05	0.98	0.02	1	0	0.76	0.24	1	9.3E-4	1	0	1	0	0.99	7.61E-3	1	0	0.99	8.29E-3	0.98	0.02	0.99	6.83E-3	0.67	0.33
